filename,sequence_id,sequence_length,background,cluster
All_Toxins_complete_v4,Tba1_9,146,False,1
All_Toxins_complete_v4,Tba2_9,83,False,3
All_Toxins_complete_v4,Tba3_9,85,False,8
All_Toxins_complete_v4,Tba4_9,87,False,3
All_Toxins_complete_v4,Tex58_Novel,132,False,1
All_Toxins_complete_v4,Tex60_Novel,138,False,1
All_Toxins_complete_v4,Tex59_Novel,71,False,4
All_Toxins_complete_v4,Tex56_Novel,97,False,1
All_Toxins_complete_v4,Tex57_Novel,120,False,1
All_Toxins_complete_v4,Tex61_Novel,132,False,1
All_Toxins_complete_v4,Tex62_Novel,88,False,3
All_Toxins_complete_v4,Tex1_1,62,False,16
All_Toxins_complete_v4,Tex1_11,72,False,4
All_Toxins_complete_v4,Tex1_15,89,False,5
All_Toxins_complete_v4,Tex1_22,90,False,13
All_Toxins_complete_v4,Tex2_22,95,False,1
All_Toxins_complete_v4,Tex3_22,142,False,1
All_Toxins_complete_v4,Tex1_6,86,False,4
All_Toxins_complete_v4,Tex2_6,70,False,19
All_Toxins_complete_v4,Tex3_6,85,False,15
All_Toxins_complete_v4,Tex4_6,80,False,2
All_Toxins_complete_v4,Tex5_6,90,False,2
All_Toxins_complete_v4,Tex6_6,101,False,1
All_Toxins_complete_v4,Tex1_8,136,False,1
All_Toxins_complete_v4,Tex2_8,128,False,1
All_Toxins_complete_v4,Tex3_8,136,False,1
All_Toxins_complete_v4,Tex4_8,138,False,22
All_Toxins_complete_v4,Tex5_8,120,False,1
All_Toxins_complete_v4,Tex6_8,134,False,22
All_Toxins_complete_v4,Tex7_8,124,False,1
All_Toxins_complete_v4,Tex1_9,88,False,8
All_Toxins_complete_v4,Tex10_9,93,False,1
All_Toxins_complete_v4,Tex2_9,79,False,3
All_Toxins_complete_v4,Tex3_9,78,False,8
All_Toxins_complete_v4,Tex4_9,89,False,2
All_Toxins_complete_v4,Tex5_9,92,False,3
All_Toxins_complete_v4,Tex6_9,119,False,4
All_Toxins_complete_v4,Tex7_9,86,False,4
All_Toxins_complete_v4,Tex8_9,91,False,4
All_Toxins_complete_v4,Tex9_9,95,False,4
All_Toxins_complete_v4,Tfr254_33,132,False,3
All_Toxins_complete_v4,Tfr248_Novel,88,False,3
All_Toxins_complete_v4,Tfr249_Novel,100,False,6
All_Toxins_complete_v4,Tfr250_Novel,107,False,1
All_Toxins_complete_v4,Tfr251_Novel,124,False,1
All_Toxins_complete_v4,Tfr252_Novel,126,False,21
All_Toxins_complete_v4,Tfr253_Novel,133,False,21
All_Toxins_complete_v4,Tfr1_22,99,False,1
All_Toxins_complete_v4,Tfr2_22,101,False,1
All_Toxins_complete_v4,Tfr3_22,70,False,6
All_Toxins_complete_v4,Tfr4_22,83,False,3
All_Toxins_complete_v4,Tfr5_22,111,False,1
All_Toxins_complete_v4,Tfr6_22,83,False,13
All_Toxins_complete_v4,Tfr7_22,89,False,1
All_Toxins_complete_v4,Tfr8_22,102,False,1
All_Toxins_complete_v4,Tfr1_6,77,False,2
All_Toxins_complete_v4,Tfr2_6,97,False,1
All_Toxins_complete_v4,Tfr3_6,101,False,1
All_Toxins_complete_v4,Tfr4_6,81,False,15
All_Toxins_complete_v4,Tfr5_6,71,False,2
All_Toxins_complete_v4,Tfr6_6,83,False,1
All_Toxins_complete_v4,Tfr1_8,128,False,1
All_Toxins_complete_v4,Tfr2_8,135,False,1
All_Toxins_complete_v4,Tfr3_8,114,False,6
All_Toxins_complete_v4,Tfr4_8,101,False,0
All_Toxins_complete_v4,Tfr5_8,113,False,1
All_Toxins_complete_v4,Tfr6_8,135,False,1
All_Toxins_complete_v4,Tfr1_9,95,False,4
All_Toxins_complete_v4,Tfr10_9,88,False,3
All_Toxins_complete_v4,Tfr11_9,111,False,3
All_Toxins_complete_v4,Tfr2_9,157,False,1
All_Toxins_complete_v4,Tfr3_9,146,False,1
All_Toxins_complete_v4,Tfr4_9,87,False,3
All_Toxins_complete_v4,Tfr5_9,85,False,8
All_Toxins_complete_v4,Tfr6_9,83,False,3
All_Toxins_complete_v4,Tfr7_9,88,False,8
All_Toxins_complete_v4,Tfr8_9,92,False,3
All_Toxins_complete_v4,Tfr9_9,86,False,4
All_Toxins_complete_v4,Tfu229_Novel,108,False,1
All_Toxins_complete_v4,Tfu225_Novel,107,False,1
All_Toxins_complete_v4,Tfu226_Novel,91,False,0
All_Toxins_complete_v4,Tfu227_8,130,False,1
All_Toxins_complete_v4,Tfu228_Novel,133,False,21
All_Toxins_complete_v4,Tfu1_14,65,False,4
All_Toxins_complete_v4,Tfu1_22,126,False,1
All_Toxins_complete_v4,Tfu2_22,91,False,1
All_Toxins_complete_v4,Tfu3_22,106,False,0
All_Toxins_complete_v4,Tfu4_22,111,False,1
All_Toxins_complete_v4,Tfu5_22,89,False,1
All_Toxins_complete_v4,Tfu6_22,91,False,1
All_Toxins_complete_v4,Tfu1_6,71,False,2
All_Toxins_complete_v4,Tfu2_6,76,False,15
All_Toxins_complete_v4,Tfu3_6,86,False,1
All_Toxins_complete_v4,Tfu4_6,86,False,1
All_Toxins_complete_v4,Tfu5_6,97,False,1
All_Toxins_complete_v4,Tfu6_6,92,False,1
All_Toxins_complete_v4,Tfu1_8,138,False,1
All_Toxins_complete_v4,Tfu10_8,124,False,1
All_Toxins_complete_v4,Tfu2_8,139,False,1
All_Toxins_complete_v4,Tfu3_8,125,False,6
All_Toxins_complete_v4,Tfu4_8,112,False,6
All_Toxins_complete_v4,Tfu5_8,129,False,1
All_Toxins_complete_v4,Tfu6_8,132,False,1
All_Toxins_complete_v4,Tfu7_8,127,False,1
All_Toxins_complete_v4,Tfu8_8,154,False,3
All_Toxins_complete_v4,Tfu9_8,154,False,3
All_Toxins_complete_v4,Tfu1_9,87,False,3
All_Toxins_complete_v4,Tfu2_9,92,False,3
All_Toxins_complete_v4,Tfu3_9,88,False,8
All_Toxins_complete_v4,Tfu4_9,83,False,3
All_Toxins_complete_v4,Tfu5_9,147,False,1
All_Toxins_complete_v4,Tgu234_Novel,132,False,1
All_Toxins_complete_v4,Tgu235_Novel,132,False,1
All_Toxins_complete_v4,Tgu233_Novel,137,False,3
All_Toxins_complete_v4,Tgu231_Novel,162,False,1
All_Toxins_complete_v4,Tgu230_Novel,71,False,4
All_Toxins_complete_v4,Tgu232_Novel,52,False,22
All_Toxins_complete_v4,Tgu236_Novel,74,False,2
All_Toxins_complete_v4,Tgu237_Novel,80,False,4
All_Toxins_complete_v4,Tgu238_Novel,88,False,3
All_Toxins_complete_v4,Tgu1_1,62,False,16
All_Toxins_complete_v4,Tgu1_11,72,False,4
All_Toxins_complete_v4,Tgu1_12,85,False,15
All_Toxins_complete_v4,Tgu1_13,82,False,4
All_Toxins_complete_v4,Tgu1_15,80,False,1
All_Toxins_complete_v4,Tgu1_22,96,False,4
All_Toxins_complete_v4,Tgu2_22,90,False,13
All_Toxins_complete_v4,Tgu3_22,97,False,1
All_Toxins_complete_v4,Tgu4_22,97,False,1
All_Toxins_complete_v4,Tgu5_22,142,False,1
All_Toxins_complete_v4,Tgu6_22,119,False,1
All_Toxins_complete_v4,Tgu10_6,81,False,15
All_Toxins_complete_v4,Tgu11_6,70,False,19
All_Toxins_complete_v4,Tgu12_6,70,False,19
All_Toxins_complete_v4,Tgu1_6,79,False,2
All_Toxins_complete_v4,Tgu2_6,80,False,2
All_Toxins_complete_v4,Tgu3_6,72,False,15
All_Toxins_complete_v4,Tgu4_6,86,False,4
All_Toxins_complete_v4,Tgu5_6,105,False,4
All_Toxins_complete_v4,Tgu6_6,90,False,2
All_Toxins_complete_v4,Tgu7_6,87,False,1
All_Toxins_complete_v4,Tgu8_6,101,False,1
All_Toxins_complete_v4,Tgu9_6,82,False,4
All_Toxins_complete_v4,Tgu1_8,101,False,0
All_Toxins_complete_v4,Tgu2_8,136,False,1
All_Toxins_complete_v4,Tgu3_8,128,False,1
All_Toxins_complete_v4,Tgu4_8,112,False,7
All_Toxins_complete_v4,Tgu5_8,120,False,1
All_Toxins_complete_v4,Tgu6_8,124,False,1
All_Toxins_complete_v4,Tgu7_8,135,False,1
All_Toxins_complete_v4,Tgu1_9,119,False,4
All_Toxins_complete_v4,Tgu10_9,84,False,8
All_Toxins_complete_v4,Tgu11_9,92,False,3
All_Toxins_complete_v4,Tgu12_9,89,False,2
All_Toxins_complete_v4,Tgu13_9,90,False,2
All_Toxins_complete_v4,Tgu14_9,89,False,2
All_Toxins_complete_v4,Tgu15_9,89,False,2
All_Toxins_complete_v4,Tgu16_9,91,False,4
All_Toxins_complete_v4,Tgu17_9,86,False,4
All_Toxins_complete_v4,Tgu2_9,104,False,1
All_Toxins_complete_v4,Tgu3_9,93,False,4
All_Toxins_complete_v4,Tgu4_9,104,False,4
All_Toxins_complete_v4,Tgu5_9,88,False,8
All_Toxins_complete_v4,Tgu6_9,123,False,1
All_Toxins_complete_v4,Tgu7_9,88,False,4
All_Toxins_complete_v4,Tgu8_9,92,False,1
All_Toxins_complete_v4,Tgu9_9,78,False,8
All_Toxins_complete_v4,Tpu247_Novel,138,False,1
All_Toxins_complete_v4,Tpu246_Novel,114,False,6
All_Toxins_complete_v4,Tpu245_Novel,114,False,1
All_Toxins_complete_v4,Tpu242_Novel,105,False,1
All_Toxins_complete_v4,Tpu243_Novel,107,False,1
All_Toxins_complete_v4,Tpu244_Novel,89,False,1
All_Toxins_complete_v4,Tpu1_14,65,False,4
All_Toxins_complete_v4,Tpu1_Novel,75,False,2
All_Toxins_complete_v4,Tpu1_22,107,False,0
All_Toxins_complete_v4,Tpu2_22,89,False,1
All_Toxins_complete_v4,Tpu1_6,76,False,15
All_Toxins_complete_v4,Tpu2_6,86,False,1
All_Toxins_complete_v4,Tpu3_6,96,False,1
All_Toxins_complete_v4,Tpu4_6,86,False,1
All_Toxins_complete_v4,Tpu1_8,130,False,1
All_Toxins_complete_v4,Tpu10_8,139,False,1
All_Toxins_complete_v4,Tpu11_8,142,False,1
All_Toxins_complete_v4,Tpu12_8,124,False,1
All_Toxins_complete_v4,Tpu2_8,129,False,1
All_Toxins_complete_v4,Tpu3_8,132,False,1
All_Toxins_complete_v4,Tpu4_8,127,False,1
All_Toxins_complete_v4,Tpu5_8,127,False,1
All_Toxins_complete_v4,Tpu6_8,120,False,1
All_Toxins_complete_v4,Tpu7_8,112,False,7
All_Toxins_complete_v4,Tpu8_8,125,False,6
All_Toxins_complete_v4,Tpu9_8,138,False,1
All_Toxins_complete_v4,Tpu1_9,147,False,1
All_Toxins_complete_v4,Tpu2_9,83,False,3
All_Toxins_complete_v4,Tsp216_Novel,132,False,1
All_Toxins_complete_v4,Tsp217_33,133,False,3
All_Toxins_complete_v4,Tsp218_33,133,False,3
All_Toxins_complete_v4,Tsp219_Novel,138,False,1
All_Toxins_complete_v4,Tsp220_Novel,97,False,4
All_Toxins_complete_v4,Tsp221_Novel,85,False,1
All_Toxins_complete_v4,Tsp222_Novel,97,False,1
All_Toxins_complete_v4,Tsp223_Novel,88,False,3
All_Toxins_complete_v4,Tsp224_Novel,122,False,1
All_Toxins_complete_v4,Tsp1_1,62,False,16
All_Toxins_complete_v4,Tsp9_11,72,False,4
All_Toxins_complete_v4,Tsp10_11,73,False,4
All_Toxins_complete_v4,Tsp11_11,72,False,4
All_Toxins_complete_v4,Tsp1_12,148,False,1
All_Toxins_complete_v4,Tsp1_13,84,False,4
All_Toxins_complete_v4,Tsp1_14,72,False,4
All_Toxins_complete_v4,Tsp2_14,71,False,4
All_Toxins_complete_v4,Tsp3_14,71,False,4
All_Toxins_complete_v4,Tsp1_15,80,False,5
All_Toxins_complete_v4,Tsp2_15,92,False,9
All_Toxins_complete_v4,Tsp3_15,90,False,5
All_Toxins_complete_v4,Tsp4_15,77,False,1
All_Toxins_complete_v4,Tsp5_15,77,False,1
All_Toxins_complete_v4,Tsp1_22,116,False,1
All_Toxins_complete_v4,Tsp2_22,90,False,13
All_Toxins_complete_v4,Tsp3_22,90,False,1
All_Toxins_complete_v4,Tsp4_22,95,False,1
All_Toxins_complete_v4,Tsp5_22,99,False,1
All_Toxins_complete_v4,Tsp6_22,136,False,1
All_Toxins_complete_v4,Tsp7_22,97,False,1
All_Toxins_complete_v4,Tsp1_6,100,False,1
All_Toxins_complete_v4,Tsp10_6,80,False,2
All_Toxins_complete_v4,Tsp11_6,86,False,4
All_Toxins_complete_v4,Tsp12_6,86,False,4
All_Toxins_complete_v4,Tsp13_6,79,False,15
All_Toxins_complete_v4,Tsp14_6,81,False,4
All_Toxins_complete_v4,Tsp15_6,82,False,4
All_Toxins_complete_v4,Tsp16_6,68,False,19
All_Toxins_complete_v4,Tsp17_6,68,False,19
All_Toxins_complete_v4,Tsp18_6,70,False,19
All_Toxins_complete_v4,Tsp19_6,84,False,2
All_Toxins_complete_v4,Tsp2_6,100,False,1
All_Toxins_complete_v4,Tsp20_6,74,False,2
All_Toxins_complete_v4,Tsp3_6,100,False,1
All_Toxins_complete_v4,Tsp4_6,96,False,1
All_Toxins_complete_v4,Tsp5_6,82,False,4
All_Toxins_complete_v4,Tsp6_6,90,False,2
All_Toxins_complete_v4,Tsp7_6,101,False,1
All_Toxins_complete_v4,Tsp8_6,73,False,2
All_Toxins_complete_v4,Tsp9_6,94,False,4
All_Toxins_complete_v4,Tsp1_8,153,False,22
All_Toxins_complete_v4,Tsp10_8,136,False,1
All_Toxins_complete_v4,Tsp11_8,136,False,1
All_Toxins_complete_v4,Tsp12_8,129,False,1
All_Toxins_complete_v4,Tsp13_8,165,False,1
All_Toxins_complete_v4,Tsp14_8,128,False,1
All_Toxins_complete_v4,Tsp15_8,135,False,1
All_Toxins_complete_v4,Tsp16_8,136,False,1
All_Toxins_complete_v4,Tsp17_8,111,False,6
All_Toxins_complete_v4,Tsp18_8,121,False,1
All_Toxins_complete_v4,Tsp19_8,107,False,0
All_Toxins_complete_v4,Tsp2_8,120,False,1
All_Toxins_complete_v4,Tsp3_8,124,False,1
All_Toxins_complete_v4,Tsp4_8,121,False,1
All_Toxins_complete_v4,Tsp5_8,130,False,1
All_Toxins_complete_v4,Tsp6_8,122,False,1
All_Toxins_complete_v4,Tsp7_8,134,False,1
All_Toxins_complete_v4,Tsp8_8,145,False,1
All_Toxins_complete_v4,Tsp9_8,104,False,0
All_Toxins_complete_v4,Tsp1_9,98,False,1
All_Toxins_complete_v4,Tsp10_9,93,False,1
All_Toxins_complete_v4,Tsp11_9,88,False,8
All_Toxins_complete_v4,Tsp12_9,90,False,2
All_Toxins_complete_v4,Tsp13_9,91,False,2
All_Toxins_complete_v4,Tsp14_9,85,False,18
All_Toxins_complete_v4,Tsp15_9,86,False,4
All_Toxins_complete_v4,Tsp16_9,91,False,4
All_Toxins_complete_v4,Tsp17_9,91,False,4
All_Toxins_complete_v4,Tsp18_9,92,False,3
All_Toxins_complete_v4,Tsp2_9,98,False,1
All_Toxins_complete_v4,Tsp3_9,85,False,8
All_Toxins_complete_v4,Tsp4_9,80,False,2
All_Toxins_complete_v4,Tsp5_9,78,False,8
All_Toxins_complete_v4,Tsp6_9,95,False,4
All_Toxins_complete_v4,Tsp7_9,82,False,4
All_Toxins_complete_v4,Tsp8_9,91,False,4
All_Toxins_complete_v4,Tsp9_9,88,False,4
All_Toxins_complete_v4,Tsu63_Novel,132,False,1
All_Toxins_complete_v4,Tsu72_Novel,132,False,1
All_Toxins_complete_v4,Tsu69_Novel,153,False,10
All_Toxins_complete_v4,Tsu73_Novel,162,False,1
All_Toxins_complete_v4,Tsu65_Novel,68,False,22
All_Toxins_complete_v4,Tsu66_Novel,71,False,4
All_Toxins_complete_v4,Tsu67_Novel,75,False,4
All_Toxins_complete_v4,Tsu68_Novel,70,False,17
All_Toxins_complete_v4,Tsu71_Novel,93,False,4
All_Toxins_complete_v4,Tsu75_Novel,78,False,1
All_Toxins_complete_v4,Tsu76_Novel,97,False,1
All_Toxins_complete_v4,Tsu77_Novel,90,False,15
All_Toxins_complete_v4,Tsu74_Novel,98,False,0
All_Toxins_complete_v4,Tsu78_Novel,85,False,4
All_Toxins_complete_v4,Tsu1_1,62,False,16
All_Toxins_complete_v4,Tsu1_11,73,False,4
All_Toxins_complete_v4,Tsu2_11,68,False,4
All_Toxins_complete_v4,Tsu70_Novel,138,False,1
All_Toxins_complete_v4,Tsu64_33,124,False,1
All_Toxins_complete_v4,Tsu1_14,97,False,4
All_Toxins_complete_v4,Tsu1_15,75,False,1
All_Toxins_complete_v4,Tsu1_16,65,False,2
All_Toxins_complete_v4,Tsu1_22,95,False,1
All_Toxins_complete_v4,Tsu2_22,85,False,4
All_Toxins_complete_v4,Tsu3_22,97,False,1
All_Toxins_complete_v4,Tsu4_22,96,False,4
All_Toxins_complete_v4,Tsu5_22,90,False,13
All_Toxins_complete_v4,Tsu6_22,90,False,4
All_Toxins_complete_v4,Tsu7_22,142,False,1
All_Toxins_complete_v4,Tsu1_6,86,False,4
All_Toxins_complete_v4,Tsu10_6,71,False,15
All_Toxins_complete_v4,Tsu11_6,105,False,4
All_Toxins_complete_v4,Tsu12_6,70,False,19
All_Toxins_complete_v4,Tsu13_6,79,False,2
All_Toxins_complete_v4,Tsu2_6,82,False,4
All_Toxins_complete_v4,Tsu3_6,80,False,2
All_Toxins_complete_v4,Tsu4_6,90,False,2
All_Toxins_complete_v4,Tsu5_6,77,False,2
All_Toxins_complete_v4,Tsu6_6,81,False,15
All_Toxins_complete_v4,Tsu7_6,85,False,15
All_Toxins_complete_v4,Tsu8_6,85,False,15
All_Toxins_complete_v4,Tsu9_6,86,False,4
All_Toxins_complete_v4,Tsu1_8,120,False,1
All_Toxins_complete_v4,Tsu2_8,128,False,1
All_Toxins_complete_v4,Tsu3_8,120,False,1
All_Toxins_complete_v4,Tsu4_8,118,False,3
All_Toxins_complete_v4,Tsu5_8,111,False,6
All_Toxins_complete_v4,Tsu6_8,139,False,1
All_Toxins_complete_v4,Tsu7_8,144,False,1
All_Toxins_complete_v4,Tsu8_8,124,False,1
All_Toxins_complete_v4,Tsu1_9,91,False,4
All_Toxins_complete_v4,Tsu10_9,86,False,8
All_Toxins_complete_v4,Tsu11_9,102,False,4
All_Toxins_complete_v4,Tsu2_9,95,False,4
All_Toxins_complete_v4,Tsu3_9,100,False,4
All_Toxins_complete_v4,Tsu4_9,88,False,8
All_Toxins_complete_v4,Tsu5_9,104,False,1
All_Toxins_complete_v4,Tsu6_9,90,False,2
All_Toxins_complete_v4,Tsu7_9,89,False,4
All_Toxins_complete_v4,Tsu8_9,98,False,3
All_Toxins_complete_v4,Tsu9_9,102,False,4
All_Toxins_complete_v4,Tsu84_Novel,132,False,1
All_Toxins_complete_v4,Tsu86_Novel,132,False,1
All_Toxins_complete_v4,Tsu83_Novel,162,False,1
All_Toxins_complete_v4,Tsu85_Novel,75,False,4
All_Toxins_complete_v4,Tsu80_Novel,78,False,1
All_Toxins_complete_v4,Tsu81_Novel,85,False,1
All_Toxins_complete_v4,Tsu82_Novel,78,False,1
All_Toxins_complete_v4,Tsu79_Novel,90,False,15
All_Toxins_complete_v4,Tsu2_1,62,False,16
All_Toxins_complete_v4,Tsu3_11,73,False,4
All_Toxins_complete_v4,Tsu1_12,92,False,15
All_Toxins_complete_v4,Tsu2_15,77,False,1
All_Toxins_complete_v4,Tsu3_15,89,False,5
All_Toxins_complete_v4,Tsu8_22,97,False,1
All_Toxins_complete_v4,Tsu17_22,95,False,1
All_Toxins_complete_v4,Tsu9_22,97,False,1
All_Toxins_complete_v4,Tsu10_22,97,False,1
All_Toxins_complete_v4,Tsu11_22,108,False,1
All_Toxins_complete_v4,Tsu12_22,84,False,1
All_Toxins_complete_v4,Tsu13_22,95,False,1
All_Toxins_complete_v4,Tsu14_22,96,False,4
All_Toxins_complete_v4,Tsu15_22,142,False,1
All_Toxins_complete_v4,Tsu16_22,90,False,4
All_Toxins_complete_v4,Tsu14_6,80,False,2
All_Toxins_complete_v4,Tsu23_6,86,False,4
All_Toxins_complete_v4,Tsu24_6,79,False,2
All_Toxins_complete_v4,Tsu15_6,70,False,19
All_Toxins_complete_v4,Tsu16_6,100,False,1
All_Toxins_complete_v4,Tsu17_6,101,False,1
All_Toxins_complete_v4,Tsu18_6,85,False,15
All_Toxins_complete_v4,Tsu19_6,81,False,15
All_Toxins_complete_v4,Tsu20_6,105,False,4
All_Toxins_complete_v4,Tsu21_6,71,False,15
All_Toxins_complete_v4,Tsu22_6,80,False,2
All_Toxins_complete_v4,Tsu9_8,88,False,4
All_Toxins_complete_v4,Tsu18_8,133,False,1
All_Toxins_complete_v4,Tsu19_8,137,False,1
All_Toxins_complete_v4,Tsu20_8,136,False,1
All_Toxins_complete_v4,Tsu21_8,120,False,1
All_Toxins_complete_v4,Tsu22_8,125,False,1
All_Toxins_complete_v4,Tsu23_8,124,False,1
All_Toxins_complete_v4,Tsu10_8,129,False,1
All_Toxins_complete_v4,Tsu11_8,122,False,1
All_Toxins_complete_v4,Tsu12_8,139,False,1
All_Toxins_complete_v4,Tsu13_8,118,False,1
All_Toxins_complete_v4,Tsu14_8,128,False,1
All_Toxins_complete_v4,Tsu15_8,111,False,6
All_Toxins_complete_v4,Tsu16_8,101,False,0
All_Toxins_complete_v4,Tsu17_8,118,False,3
All_Toxins_complete_v4,Tsu12_9,86,False,4
All_Toxins_complete_v4,Tsu21_9,90,False,2
All_Toxins_complete_v4,Tsu22_9,102,False,4
All_Toxins_complete_v4,Tsu23_9,89,False,4
All_Toxins_complete_v4,Tsu13_9,91,False,4
All_Toxins_complete_v4,Tsu14_9,102,False,4
All_Toxins_complete_v4,Tsu15_9,98,False,3
All_Toxins_complete_v4,Tsu16_9,88,False,8
All_Toxins_complete_v4,Tsu17_9,79,False,0
All_Toxins_complete_v4,Tsu18_9,104,False,1
All_Toxins_complete_v4,Tsu19_9,100,False,8
All_Toxins_complete_v4,Tsu20_9,86,False,8
All_Toxins_complete_v4,Tsu98_19,86,False,1
All_Toxins_complete_v4,Tsu99_Novel,139,False,1
All_Toxins_complete_v4,Tsu89_Novel,162,False,1
All_Toxins_complete_v4,Tsu91_Novel,127,False,1
All_Toxins_complete_v4,Tsu92_Novel,75,False,4
All_Toxins_complete_v4,Tsu87_Novel,79,False,2
All_Toxins_complete_v4,Tsu88_Novel,79,False,4
All_Toxins_complete_v4,Tsu96_Novel,85,False,1
All_Toxins_complete_v4,Tsu97_Novel,90,False,1
All_Toxins_complete_v4,Tsu93_Novel,138,False,1
All_Toxins_complete_v4,Tsu94_Novel,98,False,3
All_Toxins_complete_v4,Tsu95_Novel,99,False,4
All_Toxins_complete_v4,Tsu90_Novel,87,False,1
All_Toxins_complete_v4,Tsu4_11,73,False,4
All_Toxins_complete_v4,Tsu5_11,72,False,4
All_Toxins_complete_v4,Tsu2_14,66,False,1
All_Toxins_complete_v4,Tsu4_15,77,False,1
All_Toxins_complete_v4,Tsu5_15,88,False,9
All_Toxins_complete_v4,Tsu6_15,89,False,5
All_Toxins_complete_v4,Tsu18_22,142,False,1
All_Toxins_complete_v4,Tsu19_22,97,False,1
All_Toxins_complete_v4,Tsu20_22,97,False,1
All_Toxins_complete_v4,Tsu21_22,92,False,1
All_Toxins_complete_v4,Tsu22_22,92,False,1
All_Toxins_complete_v4,Tsu23_22,96,False,4
All_Toxins_complete_v4,Tsu24_22,89,False,4
All_Toxins_complete_v4,Tsu25_22,95,False,1
All_Toxins_complete_v4,Tsu26_22,90,False,1
All_Toxins_complete_v4,Tsu25_6,96,False,1
All_Toxins_complete_v4,Tsu34_6,81,False,15
All_Toxins_complete_v4,Tsu35_6,79,False,2
All_Toxins_complete_v4,Tsu36_6,78,False,2
All_Toxins_complete_v4,Tsu37_6,85,False,15
All_Toxins_complete_v4,Tsu38_6,77,False,2
All_Toxins_complete_v4,Tsu39_6,86,False,4
All_Toxins_complete_v4,Tsu40_6,105,False,4
All_Toxins_complete_v4,Tsu41_6,70,False,19
All_Toxins_complete_v4,Tsu26_6,82,False,4
All_Toxins_complete_v4,Tsu27_6,100,False,1
All_Toxins_complete_v4,Tsu28_6,80,False,2
All_Toxins_complete_v4,Tsu29_6,77,False,2
All_Toxins_complete_v4,Tsu30_6,101,False,1
All_Toxins_complete_v4,Tsu31_6,90,False,2
All_Toxins_complete_v4,Tsu32_6,96,False,1
All_Toxins_complete_v4,Tsu33_6,71,False,15
All_Toxins_complete_v4,Tsu24_8,106,False,0
All_Toxins_complete_v4,Tsu33_8,136,False,1
All_Toxins_complete_v4,Tsu34_8,120,False,1
All_Toxins_complete_v4,Tsu35_8,120,False,1
All_Toxins_complete_v4,Tsu36_8,88,False,4
All_Toxins_complete_v4,Tsu37_8,120,False,1
All_Toxins_complete_v4,Tsu38_8,124,False,1
All_Toxins_complete_v4,Tsu25_8,133,False,1
All_Toxins_complete_v4,Tsu26_8,137,False,1
All_Toxins_complete_v4,Tsu27_8,128,False,1
All_Toxins_complete_v4,Tsu28_8,149,False,22
All_Toxins_complete_v4,Tsu29_8,135,False,22
All_Toxins_complete_v4,Tsu30_8,129,False,1
All_Toxins_complete_v4,Tsu31_8,139,False,1
All_Toxins_complete_v4,Tsu32_8,111,False,6
All_Toxins_complete_v4,Tsu24_9,99,False,8
All_Toxins_complete_v4,Tsu33_9,125,False,4
All_Toxins_complete_v4,Tsu34_9,102,False,4
All_Toxins_complete_v4,Tsu35_9,104,False,1
All_Toxins_complete_v4,Tsu36_9,89,False,2
All_Toxins_complete_v4,Tsu37_9,90,False,2
All_Toxins_complete_v4,Tsu38_9,88,False,8
All_Toxins_complete_v4,Tsu25_9,85,False,8
All_Toxins_complete_v4,Tsu26_9,89,False,4
All_Toxins_complete_v4,Tsu27_9,83,False,4
All_Toxins_complete_v4,Tsu28_9,98,False,3
All_Toxins_complete_v4,Tsu29_9,86,False,4
All_Toxins_complete_v4,Tsu30_9,91,False,4
All_Toxins_complete_v4,Tsu31_9,100,False,8
All_Toxins_complete_v4,Tsu32_9,102,False,4
All_Toxins_complete_v4,Tsu104_Novel,132,False,1
All_Toxins_complete_v4,Tsu105_Novel,132,False,1
All_Toxins_complete_v4,Tsu106_Novel,162,False,1
All_Toxins_complete_v4,Tsu107_Novel,75,False,4
All_Toxins_complete_v4,Tsu100_Novel,88,False,0
All_Toxins_complete_v4,Tsu101_Novel,99,False,4
All_Toxins_complete_v4,Tsu102_Novel,90,False,15
All_Toxins_complete_v4,Tsu103_Novel,122,False,0
All_Toxins_complete_v4,Tsu3_1,62,False,16
All_Toxins_complete_v4,Tsu6_11,73,False,4
All_Toxins_complete_v4,Tsu7_15,89,False,5
All_Toxins_complete_v4,Tsu8_15,77,False,1
All_Toxins_complete_v4,Tsu27_22,142,False,1
All_Toxins_complete_v4,Tsu28_22,95,False,1
All_Toxins_complete_v4,Tsu29_22,90,False,4
All_Toxins_complete_v4,Tsu30_22,97,False,1
All_Toxins_complete_v4,Tsu31_22,96,False,4
All_Toxins_complete_v4,Tsu42_6,82,False,4
All_Toxins_complete_v4,Tsu51_6,79,False,2
All_Toxins_complete_v4,Tsu52_6,78,False,2
All_Toxins_complete_v4,Tsu53_6,77,False,2
All_Toxins_complete_v4,Tsu43_6,78,False,15
All_Toxins_complete_v4,Tsu44_6,90,False,2
All_Toxins_complete_v4,Tsu45_6,81,False,15
All_Toxins_complete_v4,Tsu46_6,101,False,1
All_Toxins_complete_v4,Tsu47_6,100,False,1
All_Toxins_complete_v4,Tsu48_6,80,False,2
All_Toxins_complete_v4,Tsu49_6,82,False,4
All_Toxins_complete_v4,Tsu50_6,70,False,19
All_Toxins_complete_v4,Tsu39_8,111,False,6
All_Toxins_complete_v4,Tsu48_8,106,False,0
All_Toxins_complete_v4,Tsu49_8,129,False,1
All_Toxins_complete_v4,Tsu50_8,124,False,1
All_Toxins_complete_v4,Tsu51_8,139,False,1
